kategori,rincian_masalah,status,tanggal_masuk,tanggal_selesai,id_laporan,skpd,response_time
SAMPAH,SAMPAH LINGKUNGAN,COMPLETE,2019-06-27,2019-06-27,LP000016336,KELURAHAN DURI KOSAMBI,0
"SALURAN AIR, KALI/SUNGAI","TERSUMBAT LUMPUR (L ? 0,6 M)",COMPLETE,2019-06-27,2019-06-27,QL001278909,KELURAHAN SLIPI,0
SAMPAH,SAMPAH LINGKUNGAN,COMPLETE,2019-06-27,2019-06-27,QL001278797,KELURAHAN JEMBATAN BESI,0
SAMPAH,SAMPAH TROTOAR,COMPLETE,2019-06-27,2019-06-27,QL001278802,KELURAHAN RAWA BUAYA,0
SAMPAH,SAMPAH TROTOAR,COMPLETE,2019-06-27,2019-06-27,QL001278809,KELURAHAN KEDAUNG KALI ANGKE,0
SAMPAH,SAMPAH LINGKUNGAN,COMPLETE,2019-06-27,2019-06-27,QL001278818,KELURAHAN PEGADUNGAN,0
SAMPAH,SAMPAH RUANG PUBLIK,COMPLETE,2019-06-27,2019-06-27,QL001278805,KELURAHAN RAWA BUAYA,0
SAMPAH,SAMPAH TROTOAR,COMPLETE,2019-06-27,2019-06-27,QL001278804,KELURAHAN RAWA BUAYA,0
SAMPAH,SAMPAH TROTOAR,COMPLETE,2019-06-27,2019-06-27,QL001278810,KELURAHAN DURI KOSAMBI,0
SAMPAH,SAMPAH RUANG PUBLIK,COMPLETE,2019-06-27,2019-06-27,QL001278803,KELURAHAN RAWA BUAYA,0
SAMPAH,RUMPUT LIAR KECIL,COMPLETE,2019-06-27,2019-06-27,QL001278789,KELURAHAN TANJUNG DUREN UTARA,0
SAMPAH,SAMPAH TROTOAR,COMPLETE,2019-06-27,2019-06-27,QL001278801,KELURAHAN RAWA BUAYA,0
PELANGGARAN PERDA/PERGUB,SPANDUK/IKLAN LIAR,COMPLETE,2019-06-27,2019-06-27,QL001278817,KELURAHAN PEGADUNGAN,0
SAMPAH,SAMPAH LINGKUNGAN,COMPLETE,2019-11-29,2019-11-29,QL001330633,KELURAHAN KALIANYAR,0
POHON,PERMINTAAN TANAM POHON,COMPLETE,2019-11-23,2019-11-23,QL001328887,KELURAHAN KALIANYAR,0
TROTOAR,-,COMPLETE,2019-11-23,2019-11-23,QL001328880,KELURAHAN KALIANYAR,0
SAMPAH,SAMPAH LINGKUNGAN,COMPLETE,2019-11-23,2019-11-23,QL001328879,KELURAHAN KALIANYAR,0
TROTOAR,"TANGGA JALAN UMUM""",COMPLETE,2019-11-20,2019-11-20,QL001327820,KELURAHAN KALIANYAR,0
PELANGGARAN PERDA/PERGUB,REKLAME TIDAK BERIJIN,COMPLETE,2019-11-17,2019-11-17,QL001326610,KELURAHAN KALIANYAR,0
SAMPAH,SAMPAH LINGKUNGAN,COMPLETE,2019-11-17,2019-11-17,QL001326568,KELURAHAN KALIANYAR,0
SAMPAH,SAMPAH LINGKUNGAN,COMPLETE,2019-11-17,2019-11-17,QL001326567,KELURAHAN KALIANYAR,0
SAMPAH,SAMPAH LINGKUNGAN,COMPLETE,2019-11-10,2019-11-10,QL001324085,KELURAHAN KALIANYAR,0
LOKASI BINAAN DAN LOKASI SEMENTARA,"MEJA GEROBAK""",COMPLETE,2019-11-02,2019-11-02,QL001321093,KELURAHAN KALIANYAR,0
SAMPAH,SAMPAH LINGKUNGAN,COMPLETE,2019-11-02,2019-11-02,QL001321092,KELURAHAN KALIANYAR,0
SAMPAH,SAMPAH LINGKUNGAN,COMPLETE,2019-11-25,2019-11-25,QL001329581,KELURAHAN KAMAL,0
SAMPAH,RUMPUT LIAR KECIL,COMPLETE,2019-11-14,2019-11-14,QL001325389,KELURAHAN KAMAL,0
POHON,PANGKAS S/D 70 CM,COMPLETE,2019-11-12,2019-11-12,JK1911120004,KELURAHAN KAMAL,0
SALURAN AIR,-,COMPLETE,2019-11-29,2019-11-29,QL001330770,KELURAHAN KAPUK,0
SALURAN AIR,-,COMPLETE,2019-11-29,2019-11-29,QL001330663,KELURAHAN KAPUK,0
"SALURAN AIR, KALI/SUNGAI","TERSUMBAT LUMPUR (L ? 0,6 M)",COMPLETE,2019-06-14,2019-06-14,QL001274227,KELURAHAN SLIPI,0
GANGGUAN KETENTERAMAN DAN KETERTIBAN,LAIN-LAIN: CORETAN LIAR,COMPLETE,2019-06-14,2019-06-16,QL001274221,KELURAHAN KEDAUNG KALI ANGKE,2
SAMPAH,SAMPAH LINGKUNGAN BESAR,COMPLETE,2019-06-14,2019-06-14,QL001274220,KELURAHAN KEDOYA UTARA,0
PELANGGARAN PERDA/PERGUB,SPANDUK/IKLAN LIAR,COMPLETE,2019-06-14,2019-06-14,QL001274218,KELURAHAN TANJUNG DUREN UTARA,0
PELANGGARAN PERDA/PERGUB,SPANDUK/IKLAN LIAR,COMPLETE,2019-06-14,2019-06-14,QL001274216,KELURAHAN TANJUNG DUREN UTARA,0
PELANGGARAN PERDA/PERGUB,SPANDUK/IKLAN LIAR,COMPLETE,2019-06-14,2019-06-14,QL001274217,KELURAHAN TANJUNG DUREN UTARA,0
GANGGUAN KETENTERAMAN DAN KETERTIBAN,PELANGGARAN AREA PUBLIK,COMPLETE,2019-06-14,2019-06-14,QL001274215,KELURAHAN TANJUNG DUREN UTARA,0
GANGGUAN KETENTERAMAN DAN KETERTIBAN,LAIN-LAIN: CORETAN,COMPLETE,2019-06-14,2019-06-14,QL001274212,KELURAHAN KEMANGGISAN,0
PELANGGARAN PERDA/PERGUB,SPANDUK/IKLAN LIAR,COMPLETE,2019-06-14,2019-06-14,QL001274198,KELURAHAN SLIPI,0
PELANGGARAN PERDA/PERGUB,SPANDUK/IKLAN LIAR,COMPLETE,2019-06-14,2019-06-14,QL001274197,KELURAHAN SLIPI,0
PELANGGARAN PERDA/PERGUB,SPANDUK/IKLAN LIAR,COMPLETE,2019-06-14,2019-06-14,QL001274196,KELURAHAN SLIPI,0
PELANGGARAN PERDA/PERGUB,SPANDUK/IKLAN LIAR,COMPLETE,2019-06-14,2019-06-14,QL001274195,KELURAHAN SLIPI,0
PELANGGARAN PERDA/PERGUB,SPANDUK/IKLAN LIAR,COMPLETE,2019-06-14,2019-06-14,QL001274194,KELURAHAN SLIPI,0
SAMPAH,SAMPAH GOT,COMPLETE,2019-06-14,2019-06-14,QL001274183,KELURAHAN KEAGUNGAN,0
DEMAM BERDARAH DENGUE,PERMINTAAN FOGGING,COMPLETE,2019-06-14,2019-06-14,QL001274175,KELURAHAN KEAGUNGAN,0
SAMPAH,SAMPAH LINGKUNGAN,COMPLETE,2019-06-14,2019-06-14,QL001274174,KELURAHAN PEGADUNGAN,0
SAMPAH,SAMPAH TROTOAR,COMPLETE,2019-06-14,2019-06-14,QL001274173,KELURAHAN JELAMBAR BARU,0
GANGGUAN KETENTERAMAN DAN KETERTIBAN,PELANGGARAN AREA PUBLIK,COMPLETE,2019-06-14,2019-06-14,QL001274172,KELURAHAN KALI DERES,0
SAMPAH,SAMPAH LINGKUNGAN,COMPLETE,2019-06-13,2019-06-13,QL001274155,KELURAHAN TANAH SEREAL,0
"SALURAN AIR, KALI/SUNGAI","TERSUMBAT LUMPUR (L ? 0,6 M)",COMPLETE,2019-06-13,2019-06-13,QL001274118,KELURAHAN SLIPI,0
"SALURAN AIR, KALI/SUNGAI","TERSUMBAT LUMPUR (L ? 0,6 M)",COMPLETE,2019-06-13,2019-06-13,QL001274117,KELURAHAN SLIPI,0
TROTOAR,LUAS ? 2 M,COMPLETE,2019-06-13,2019-06-14,QL001274030,KELURAHAN CENGKARENG TIMUR,1
SAMPAH,SAMPAH LINGKUNGAN,COMPLETE,2019-06-13,2019-06-13,QL001273914,KELURAHAN TANJUNG DUREN SELATAN,0
SAMPAH,SAMPAH LINGKUNGAN,COMPLETE,2019-06-13,2019-06-13,QL001273969,KELURAHAN TANJUNG DUREN SELATAN,0
"SALURAN AIR, KALI/SUNGAI",LAIN-LAIN: SAMPAH DAUN KERING DI SALURAN,COMPLETE,2019-06-13,2019-06-13,QL001273952,KELURAHAN TOMANG,0
SAMPAH,SAMPAH LINGKUNGAN,COMPLETE,2019-06-13,2019-06-13,QL001273927,KELURAHAN CENGKARENG BARAT,0
PELANGGARAN PERDA/PERGUB,SPANDUK/IKLAN LIAR,COMPLETE,2019-06-13,2019-06-13,QL001273922,KELURAHAN PAL MERAH,0
PELANGGARAN PERDA/PERGUB,SPANDUK/IKLAN LIAR,COMPLETE,2019-06-13,2019-06-13,QL001273921,KELURAHAN PAL MERAH,0
SAMPAH,SAMPAH TROTOAR,COMPLETE,2019-06-13,2019-06-13,QL001273913,KELURAHAN TANJUNG DUREN SELATAN,0
PELANGGARAN PERDA/PERGUB,SPANDUK/IKLAN LIAR,COMPLETE,2019-06-13,2019-06-13,QL001273843,KELURAHAN SLIPI,0
SAMPAH,LIMBAH RUMAH TANGGA,COMPLETE,2019-06-13,2019-06-13,QL001273888,KELURAHAN TANJUNG DUREN UTARA,0
SAMPAH,SAMPAH RUANG PUBLIK,COMPLETE,2019-06-13,2019-06-13,QL001273868,KELURAHAN SRENGSENG,0
GANGGUAN KETENTERAMAN DAN KETERTIBAN,LAIN-LAIN: VANDALISME,COMPLETE,2019-06-13,2019-06-13,QL001273865,KELURAHAN SRENGSENG,0
SAMPAH,SAMPAH TROTOAR,COMPLETE,2019-06-13,2019-06-13,QL001273863,KELURAHAN SRENGSENG,0
PELANGGARAN PERDA/PERGUB,SPANDUK/IKLAN LIAR,COMPLETE,2019-06-13,2019-06-13,QL001273860,KELURAHAN SRENGSENG,0
PELANGGARAN PERDA/PERGUB,LAIN-LAIN: VANDALISME,COMPLETE,2019-06-13,2019-06-13,QL001273862,KELURAHAN SRENGSENG,0
SAMPAH,SAMPAH RUANG PUBLIK,COMPLETE,2019-06-13,2019-06-13,QL001273859,KELURAHAN SRENGSENG,0
SAMPAH,SAMPAH GOT,COMPLETE,2019-06-27,2019-06-27,QL4925315680284188163,KELURAHAN JATI PULO,0
SAMPAH,SAMPAH TROTOAR,COMPLETE,2019-06-27,2019-06-27,QL001278820,KELURAHAN CENGKARENG BARAT,0
SAMPAH,SAMPAH RUANG PUBLIK,COMPLETE,2019-06-27,2019-06-27,QL001278812,KELURAHAN KALI DERES,0
SAMPAH,SAMPAH TROTOAR,COMPLETE,2019-06-27,2019-06-27,QL001278800,KELURAHAN KEDAUNG KALI ANGKE,0
SAMPAH,SAMPAH TROTOAR,COMPLETE,2019-06-27,2019-06-27,QL001278798,KELURAHAN KEDAUNG KALI ANGKE,0
SAMPAH,SAMPAH TROTOAR,COMPLETE,2019-06-27,2019-06-27,QL001278799,KELURAHAN KEDAUNG KALI ANGKE,0
SAMPAH,SAMPAH TROTOAR,COMPLETE,2019-06-27,2019-06-27,QL001278796,KELURAHAN KEDAUNG KALI ANGKE,0
SAMPAH,SAMPAH LINGKUNGAN,COMPLETE,2019-06-27,2019-06-28,QL001278794,KELURAHAN KEDOYA UTARA,1
SAMPAH,SAMPAH GOT,COMPLETE,2019-06-27,2019-06-27,QL001278787,KELURAHAN SLIPI,0
SAMPAH,SAMPAH GOT,COMPLETE,2019-06-27,2019-06-27,QL001278788,KELURAHAN SLIPI,0
SAMPAH,SAMPAH GOT,COMPLETE,2019-06-27,2019-06-27,QL001278785,KELURAHAN SLIPI,0
SAMPAH,SAMPAH LINGKUNGAN BESAR,COMPLETE,2019-06-27,2019-06-27,QL001278781,KELURAHAN GROGOL,0
SAMPAH,TONG SAMPAH RUSAK/HILANG,COMPLETE,2019-06-27,2019-06-27,QL001278780,KELURAHAN ROA MALAKA,0
PELANGGARAN PERDA/PERGUB,SPANDUK/IKLAN LIAR,COMPLETE,2019-06-27,2019-06-27,QL001278735,KELURAHAN SLIPI,0
SAMPAH,SAMPAH GOT,COMPLETE,2019-06-27,2019-06-27,QL001278747,KELURAHAN DURI KEPA,0
SAMPAH,SAMPAH GOT,COMPLETE,2019-06-27,2019-06-27,QL001278742,KELURAHAN RAWA BUAYA,0
SAMPAH,SAMPAH LINGKUNGAN,COMPLETE,2019-06-27,2019-06-27,QL001278741,KELURAHAN RAWA BUAYA,0
PELANGGARAN PERDA/PERGUB,SPANDUK/IKLAN LIAR,COMPLETE,2019-06-27,2019-06-27,QL001278737,KELURAHAN SLIPI,0
PELANGGARAN PERDA/PERGUB,SPANDUK/IKLAN LIAR,COMPLETE,2019-06-27,2019-06-27,QL001278738,KELURAHAN SLIPI,0
PELANGGARAN PERDA/PERGUB,SPANDUK/IKLAN LIAR,COMPLETE,2019-06-27,2019-06-27,QL001278736,KELURAHAN SLIPI,0
PELANGGARAN PERDA/PERGUB,SPANDUK/IKLAN LIAR,COMPLETE,2019-06-27,2019-06-27,QL001278731,KELURAHAN PAL MERAH,0
PELANGGARAN PERDA/PERGUB,SPANDUK/IKLAN LIAR,COMPLETE,2019-06-27,2019-06-27,QL001278729,KELURAHAN PAL MERAH,0
SAMPAH,SAMPAH LINGKUNGAN,COMPLETE,2019-06-27,2019-06-27,QL001278692,KELURAHAN MAPHAR,0
SAMPAH,SAMPAH TROTOAR,COMPLETE,2019-06-26,2019-06-27,QL001278683,KELURAHAN GROGOL,1
POHON,LAIN-LAIN: PAPAN NAMA RUBUH,COMPLETE,2019-06-26,2019-06-26,QL001278667,KELURAHAN KEDOYA SELATAN,0
SAMPAH,SAMPAH GOT,COMPLETE,2019-06-26,2019-06-26,LP000016366,KELURAHAN TANAH SEREAL,0
"SALURAN AIR, KALI/SUNGAI",LAIN-LAIN: SAMPAH GOT,COMPLETE,2019-06-26,2019-06-26,QL001278573,KELURAHAN JELAMBAR,0
SAMPAH,SAMPAH LINGKUNGAN,COMPLETE,2019-06-26,2019-06-26,QL001278540,KELURAHAN TANJUNG DUREN SELATAN,0
GANGGUAN KETENTERAMAN DAN KETERTIBAN,LAIN-LAIN: CORETAN LIAR,COMPLETE,2019-06-26,2019-06-26,QL001278537,KELURAHAN TANJUNG DUREN SELATAN,0
SAMPAH,SAMPAH RUANG PUBLIK,COMPLETE,2019-06-26,2019-06-26,QL001278535,KELURAHAN TANJUNG DUREN SELATAN,0
SAMPAH,SAMPAH RUANG PUBLIK,COMPLETE,2019-06-26,2019-06-26,QL001278531,KELURAHAN TANJUNG DUREN SELATAN,0
SAMPAH,SAMPAH RUANG PUBLIK,COMPLETE,2019-06-26,2019-06-26,QL001278528,KELURAHAN TANJUNG DUREN SELATAN,0
SAMPAH,SAMPAH TROTOAR,COMPLETE,2019-06-26,2019-06-26,QL001278527,KELURAHAN TANJUNG DUREN SELATAN,0
SAMPAH,SAMPAH LINGKUNGAN,COMPLETE,2019-06-26,2019-06-26,QL001278526,KELURAHAN TAMAN SARI,0
SAMPAH,SAMPAH GOT,COMPLETE,2019-06-26,2019-06-26,QL001278524,KELURAHAN GROGOL,0
SAMPAH,SAMPAH GOT,COMPLETE,2019-06-26,2019-06-26,QL001278523,KELURAHAN GROGOL,0
SAMPAH,SAMPAH GOT,COMPLETE,2019-06-26,2019-06-26,QL001278522,KELURAHAN GROGOL,0
SAMPAH,SAMPAH GOT,COMPLETE,2019-06-26,2019-06-26,QL001278521,KELURAHAN GROGOL,0
SAMPAH,SAMPAH GOT,COMPLETE,2019-06-26,2019-06-26,QL001278512,KELURAHAN KAPUK,0
SAMPAH,SAMPAH GOT,COMPLETE,2019-06-26,2019-06-26,QL001278511,KELURAHAN KAPUK,0
SALURAN AIR,-,COMPLETE,2019-11-25,2019-11-25,QL001329446,KELURAHAN KAPUK,0
SAMPAH,SAMPAH GOT,COMPLETE,2019-11-13,2019-11-13,QL001325267,KELURAHAN KAPUK,0
SAMPAH,SAMPAH GOT,COMPLETE,2019-11-13,2019-11-13,QL001325061,KELURAHAN KAPUK,0
SAMPAH,SAMPAH LINGKUNGAN,COMPLETE,2019-11-06,2019-11-06,QL001323039,KELURAHAN KAPUK,0
SALURAN AIR,"SAMPAH SALURAN""",COMPLETE,2019-11-03,2019-11-03,QL001321532,KELURAHAN KAPUK,0
SAMPAH,SAMPAH GOT,COMPLETE,2019-11-03,2019-11-03,QL001321531,KELURAHAN KAPUK,0
KONFLIK SOSIAL,"CORETAN LIAR""",COMPLETE,2019-11-16,2019-11-17,QL001326449,KELURAHAN KEAGUNGAN,1
KONFLIK SOSIAL,"CORETAN LIAR""",COMPLETE,2019-11-20,2019-11-20,QL001327539,KELURAHAN KEBON JERUK,0
GANGGUAN KETENTERAMAN DAN KETERTIBAN,PELANGGARAN AREA PUBLIK,COMPLETE,2019-11-20,2019-11-20,EM000024903,KELURAHAN KEBON JERUK,0
KONFLIK SOSIAL,"PENCEMARAN FASUM""",COMPLETE,2019-11-19,2019-11-19,QL001327542,KELURAHAN KEBON JERUK,0
KONFLIK SOSIAL,"PENCEMARAN FASUM""",COMPLETE,2019-11-19,2019-11-19,QL001327540,KELURAHAN KEBON JERUK,0
GANGGUAN KETENTERAMAN DAN KETERTIBAN,PELANGGARAN AREA PUBLIK,COMPLETE,2019-11-19,2019-11-19,LP000024845,KELURAHAN KEBON JERUK,0
SAMPAH,SAMPAH GOT,COMPLETE,2019-11-19,2019-11-19,QL001327308,KELURAHAN KEBON JERUK,0
PENYANDANG MASALAH KESEJAHTERAAN SOSIAL (PMKS),"TUKANG PARKIR LIAR (PAK OGAH)""",COMPLETE,2019-11-15,2019-11-15,QL001325978,KELURAHAN KEBON JERUK,0
JEMBATAN PENYEBERANGAN ORANG (JPO) DAN/ATAU HALTE,"LAHAN KOSONG""",COMPLETE,2019-11-15,2019-11-15,QL001325768,KELURAHAN KEBON JERUK,0
SAMPAH,SAMPAH GOT,COMPLETE,2019-11-13,2019-11-13,QL001325136,KELURAHAN KEBON JERUK,0
SAMPAH,SAMPAH GOT,COMPLETE,2019-11-13,2019-11-13,QL001325133,KELURAHAN KEBON JERUK,0
SAMPAH,SAMPAH GOT,COMPLETE,2019-11-13,2019-11-13,QL001325132,KELURAHAN KEBON JERUK,0
SAMPAH,SAMPAH GOT,COMPLETE,2019-11-10,2019-11-10,QL001324109,KELURAHAN KEBON JERUK,0
SAMPAH,SAMPAH GOT,COMPLETE,2019-11-08,2019-11-08,QL001323543,KELURAHAN KEBON JERUK,0
TATA RUANG DAN BANGUNAN,"PEDAGANG DIATAS SALURAN""",COMPLETE,2019-11-07,2019-11-07,QL001323378,KELURAHAN KEBON JERUK,0
GANGGUAN KETENTERAMAN DAN KETERTIBAN,KRIMINALITAS,COMPLETE,2019-11-05,2019-11-05,LP000023649,KELURAHAN KEBON JERUK,0
SAMPAH,"TIDAK ADANYA SABUN CUCI TANGAN DI WASTAFEL TOILET""",COMPLETE,2019-11-04,2019-11-04,QL001321858,KELURAHAN KEBON JERUK,0
JEMBATAN PENYEBERANGAN ORANG (JPO) DAN/ATAU HALTE,-,COMPLETE,2019-11-30,2019-11-30,QL001330951,KELURAHAN KEDAUNG KALI ANGKE,0
SAMPAH,SAMPAH LINGKUNGAN,COMPLETE,2019-11-19,2019-11-19,QL001327301,KELURAHAN KEDAUNG KALI ANGKE,0
SAMPAH,SAMPAH TROTOAR,COMPLETE,2019-11-01,2019-11-01,QL4969970022681154767,KELURAHAN KEDAUNG KALI ANGKE,0
SAMPAH,SAMPAH REKLAME KECIL,COMPLETE,2019-11-19,2019-11-19,QL001327556,KELURAHAN KEDOYA SELATAN,0
KONFLIK SOSIAL,"CORETAN LIAR""",COMPLETE,2019-11-19,2019-11-19,QL001327538,KELURAHAN KEDOYA SELATAN,0
SAMPAH,SAMPAH LINGKUNGAN,COMPLETE,2019-11-14,2019-11-14,QL001325440,KELURAHAN KEDOYA SELATAN,0
KONFLIK SOSIAL,"CORETAN""",COMPLETE,2019-11-19,2019-11-19,QL001327535,KELURAHAN KEDOYA UTARA,0
SAMPAH,SAMPAH RUANG PUBLIK,COMPLETE,2019-11-12,2019-11-12,QL001324868,KELURAHAN KEDOYA UTARA,0
KONFLIK SOSIAL,"CORETAN LIAR""",COMPLETE,2019-11-11,2019-11-11,QL001324067,KELURAHAN KEDOYA UTARA,0
SAMPAH,SAMPAH LINGKUNGAN,COMPLETE,2019-11-04,2019-11-04,QL001322153,KELURAHAN KEDOYA UTARA,0
SAMPAH,SAMPAH RUANG PUBLIK,COMPLETE,2019-11-04,2019-11-04,QL001322170,KELURAHAN KEDOYA UTARA,0
GANGGUAN KETENTERAMAN DAN KETERTIBAN,-,COMPLETE,2019-11-04,2019-11-04,QL001322164,KELURAHAN KEDOYA UTARA,0
SAMPAH,LIMBAH RUMAH TANGGA,COMPLETE,2019-06-13,2019-06-13,QL001273852,KELURAHAN TANJUNG DUREN UTARA,0
PELANGGARAN PERDA/PERGUB,SPANDUK/IKLAN LIAR,COMPLETE,2019-06-13,2019-06-13,QL001273839,KELURAHAN SLIPI,0
SAMPAH,SAMPAH GOT,COMPLETE,2019-06-13,2019-06-13,QL001273848,KELURAHAN SUKABUMI SELATAN,0
GANGGUAN KETENTERAMAN DAN KETERTIBAN,LAIN-LAIN: CORETAN LIAR,COMPLETE,2019-06-13,2019-06-13,QL001273842,KELURAHAN SLIPI,0
PELANGGARAN PERDA/PERGUB,SPANDUK/IKLAN LIAR,COMPLETE,2019-06-13,2019-06-13,QL001273845,KELURAHAN SLIPI,0
DEMAM BERDARAH DENGUE,LAIN-LAIN: PEMBERSIHAN SALURAN,COMPLETE,2019-06-13,2019-06-13,QL001273831,KELURAHAN KEAGUNGAN,0
SAMPAH,SAMPAH LINGKUNGAN,COMPLETE,2019-06-13,2019-06-13,QL001273830,KELURAHAN JELAMBAR,0
SAMPAH,SAMPAH LINGKUNGAN,COMPLETE,2019-06-13,2019-06-13,QL001273807,KELURAHAN RAWA BUAYA,0
TRANSPORTASI PUBLIK,LAPORAN TRANSJAKARTA,COMPLETE,2019-06-13,2019-06-13,QL4920189581451598064,KELURAHAN TOMANG,0
SAMPAH,SAMPAH LINGKUNGAN,COMPLETE,2019-06-13,2019-06-13,QL001273813,KELURAHAN MAPHAR,0
SAMPAH,SAMPAH LINGKUNGAN,COMPLETE,2019-06-13,2019-06-13,QL001273810,KELURAHAN KEBON JERUK,0
SAMPAH,SAMPAH GOT,COMPLETE,2019-06-13,2019-06-13,QL001273809,KELURAHAN JEMBATAN LIMA,0
SAMPAH,SAMPAH GOT,COMPLETE,2019-06-13,2019-06-13,QL001273808,KELURAHAN JEMBATAN LIMA,0
JEMBATAN PENYEBERANGAN ORANG (JPO) DAN/ATAU HALTE,LAIN-LAIN: CORETAN LIAR DI PAPAN REKLAME,COMPLETE,2019-06-12,2019-06-13,QL001273755,KELURAHAN SUKABUMI SELATAN,1
GANGGUAN KETENTERAMAN DAN KETERTIBAN,LAIN-LAIN: CORETAN LIAR,COMPLETE,2019-06-12,2019-06-12,QL001273779,KELURAHAN DURI KOSAMBI,0
JEMBATAN PENYEBERANGAN ORANG (JPO) DAN/ATAU HALTE,LAIN-LAIN: MENGGANGGU KENYAMANAN,COMPLETE,2019-06-12,2019-06-12,QL001273753,KELURAHAN TOMANG,0
JEMBATAN PENYEBERANGAN ORANG (JPO) DAN/ATAU HALTE,LAIN-LAIN: PERBAIKAN FASILITAS UMUM ( TEMPAT SAMPAH ),COMPLETE,2019-06-12,2019-06-12,QL001273750,KELURAHAN TOMANG,0
JEMBATAN PENYEBERANGAN ORANG (JPO) DAN/ATAU HALTE,LAIN-LAIN: CORETAN LIAR DI TEMBOK,COMPLETE,2019-06-12,2019-06-12,QL001273758,KELURAHAN KELAPA DUA,0
SAMPAH,SAMPAH GOT,COMPLETE,2019-06-12,2019-06-13,EM000015710,KELURAHAN TANAH SEREAL,1
JEMBATAN PENYEBERANGAN ORANG (JPO) DAN/ATAU HALTE,LAIN-LAIN: CORETAN DI TEMBOK,COMPLETE,2019-06-12,2019-06-12,QL001273757,KELURAHAN KELAPA DUA,0
JEMBATAN PENYEBERANGAN ORANG (JPO) DAN/ATAU HALTE,JPO/HALTE KOTOR,COMPLETE,2019-06-12,2019-06-12,QL001273754,KELURAHAN TOMANG,0
PELANGGARAN PERDA/PERGUB,SPANDUK/IKLAN LIAR,COMPLETE,2019-06-12,2019-06-12,QL001271970,KELURAHAN SUKABUMI UTARA,0
SAMPAH,LAIN-LAIN: CORLI CORETAN LIAR,COMPLETE,2019-06-12,2019-06-12,QL001272713,KELURAHAN JOGLO,0
GANGGUAN KETENTERAMAN DAN KETERTIBAN,LAIN-LAIN: RUMLI DAN CORLI DITIANG,COMPLETE,2019-06-12,2019-06-12,QL001272683,KELURAHAN JOGLO,0
GANGGUAN KETENTERAMAN DAN KETERTIBAN,PELANGGARAN AREA PUBLIK,COMPLETE,2019-06-12,2019-06-12,QL001272682,KELURAHAN JOGLO,0
PELANGGARAN PERDA/PERGUB,LAIN-LAIN: CORLI DITIANG,COMPLETE,2019-06-12,2019-06-12,QL001272681,KELURAHAN JOGLO,0
PELANGGARAN PERDA/PERGUB,SPANDUK/IKLAN LIAR,COMPLETE,2019-06-12,2019-06-12,QL001272366,KELURAHAN MERUYA UTARA,0
SAMPAH,SAMPAH SUNGAI,COMPLETE,2019-06-12,2019-06-13,QL001273734,KELURAHAN TEGAL ALUR,1
SAMPAH,LAIN-LAIN: PEMBAKARAN SAMPAH DILAHAN KOSONG,COMPLETE,2019-06-12,2019-06-12,TW000015580,KELURAHAN KEBON JERUK,0
SAMPAH,SAMPAH TROTOAR,COMPLETE,2019-06-12,2019-06-12,QL001273733,KELURAHAN TANJUNG DUREN SELATAN,0
SAMPAH,SAMPAH TROTOAR,COMPLETE,2019-06-12,2019-06-12,QL001273731,KELURAHAN TANJUNG DUREN SELATAN,0
SAMPAH,RUMPUT LIAR KECIL,COMPLETE,2019-06-12,2019-06-12,QL001273729,KELURAHAN DURI KOSAMBI,0
PELANGGARAN PERDA/PERGUB,SPANDUK/IKLAN LIAR,COMPLETE,2019-06-12,2019-06-12,QL001273705,KELURAHAN SLIPI,0
PELANGGARAN PERDA/PERGUB,SPANDUK/IKLAN LIAR,COMPLETE,2019-06-12,2019-06-12,QL001273704,KELURAHAN SLIPI,0
PELANGGARAN PERDA/PERGUB,SPANDUK/IKLAN LIAR,COMPLETE,2019-06-12,2019-06-12,QL001273700,KELURAHAN SLIPI,0
PELANGGARAN PERDA/PERGUB,SPANDUK/IKLAN LIAR,COMPLETE,2019-06-12,2019-06-12,QL001273699,KELURAHAN SLIPI,0
PELANGGARAN PERDA/PERGUB,SPANDUK/IKLAN LIAR,COMPLETE,2019-06-26,2019-06-26,QL001278506,KELURAHAN SLIPI,0
PELANGGARAN PERDA/PERGUB,SPANDUK/IKLAN LIAR,COMPLETE,2019-06-26,2019-06-26,QL001278505,KELURAHAN SLIPI,0
SAMPAH,SAMPAH TROTOAR,COMPLETE,2019-06-26,2019-06-26,QL001278501,KELURAHAN GROGOL,0
SAMPAH,SAMPAH TROTOAR,COMPLETE,2019-06-26,2019-06-26,QL001278503,KELURAHAN GROGOL,0
SAMPAH,RUMPUT LIAR KECIL,COMPLETE,2019-06-26,2019-06-26,QL001278500,KELURAHAN GROGOL,0
SAMPAH,SAMPAH RUANG PUBLIK,COMPLETE,2019-06-26,2019-06-26,QL001278483,KELURAHAN ANGKE,0
PELANGGARAN PERDA/PERGUB,SPANDUK/IKLAN LIAR,COMPLETE,2019-06-26,2019-06-26,QL001278477,KELURAHAN PAL MERAH,0
PELANGGARAN PERDA/PERGUB,SPANDUK/IKLAN LIAR,COMPLETE,2019-06-26,2019-06-26,QL001278476,KELURAHAN PAL MERAH,0
SAMPAH,SAMPAH LINGKUNGAN,COMPLETE,2019-06-26,2019-06-26,QL001278469,KELURAHAN JELAMBAR BARU,0
PERIZINAN,LAIN-LAIN: BANGUNAN LIAR,COMPLETE,2019-06-26,2019-06-26,QL001278455,KELURAHAN SUKABUMI SELATAN,0
